ISO 693-3,Language Name,MMSTTS,ethnologuelink,Population Text,Population Estimate,lang_prefix,Total TTS,Variants,Online,Offline
eze,Uzekwe,,"<a href=""https://www.ethnologue.com/language/eze"">Ethnologue</a>",Less than 10K,9900,eze,0,0,0,0
faa,Fasu,,"<a href=""https://www.ethnologue.com/language/faa"">Ethnologue</a>",Less than 10K,9900,faa,0,0,0,0
fai,Faiwol,,"<a href=""https://www.ethnologue.com/language/fai"">Ethnologue</a>",Less than 10K,9900,fai,0,0,0,0
fak,Fang,,"<a href=""https://www.ethnologue.com/language/fak"">Ethnologue</a>",Less than 10K,9900,fak,0,0,0,0
fal,"Fali, South",y,"<a href=""https://www.ethnologue.com/language/fal"">Ethnologue</a>",10K to 1M,500000,fal,1,1,0,1
fan,Fang,,"<a href=""https://www.ethnologue.com/language/fan"">Ethnologue</a>",1M to 1B,500000000,fan,0,0,0,0
fao,Faroese,y,"<a href=""https://www.ethnologue.com/language/fao"">Ethnologue</a>",10K to 1M,500000,fo,3,2,0,3
fap,Paloor,,"<a href=""https://www.ethnologue.com/language/fap"">Ethnologue</a>",10K to 1M,500000,fap,0,0,0,0
far,Fataleka,y,"<a href=""https://www.ethnologue.com/language/far"">Ethnologue</a>",10K to 1M,500000,far,1,1,0,1
fas,Persian,y,"<a href=""https://www.ethnologue.com/language/fas"">Ethnologue</a>",Not Found,,fa,7,5,2,5
fay,"Fars, Southwestern",,"<a href=""https://www.ethnologue.com/language/fay"">Ethnologue</a>",10K to 1M,500000,fay,0,0,0,0
fie,Fyer,,"<a href=""https://www.ethnologue.com/language/fie"">Ethnologue</a>",10K to 1M,500000,fie,0,0,0,0
fij,Fijian,y,"<a href=""https://www.ethnologue.com/language/fij"">Ethnologue</a>",10K to 1M,500000,fj,0,0,0,0
fin,Finnish,y,"<a href=""https://www.ethnologue.com/language/fin"">Ethnologue</a>",1M to 1B,500000000,fi,13,5,6,7
fir,Firan,,"<a href=""https://www.ethnologue.com/language/fir"">Ethnologue</a>",Less than 10K,9900,fir,0,0,0,0
fla,Kalispel-Pend d’Oreille,,"<a href=""https://www.ethnologue.com/language/fla"">Ethnologue</a>",,,fla,0,0,0,0
fli,Fali Muchella,,"<a href=""https://www.ethnologue.com/language/fli"">Ethnologue</a>",10K to 1M,500000,fli,0,0,0,0
fll,"Fali, North",,"<a href=""https://www.ethnologue.com/language/fll"">Ethnologue</a>",10K to 1M,500000,fll,0,0,0,0
flr,Fuliiru,y,"<a href=""https://www.ethnologue.com/language/flr"">Ethnologue</a>",10K to 1M,500000,flr,1,1,0,1
fmu,"Muria, Far Western",y,"<a href=""https://www.ethnologue.com/language/fmu"">Ethnologue</a>",10K to 1M,500000,fmu,1,1,0,1
fod,Foodo,,"<a href=""https://www.ethnologue.com/language/fod"">Ethnologue</a>",10K to 1M,500000,fod,0,0,0,0
foi,Foi,,"<a href=""https://www.ethnologue.com/language/foi"">Ethnologue</a>",Less than 10K,9900,foi,0,0,0,0
fon,Fon,y,"<a href=""https://www.ethnologue.com/language/fon"">Ethnologue</a>",1M to 1B,500000000,fon,1,1,0,1
for,Fore,,"<a href=""https://www.ethnologue.com/language/for"">Ethnologue</a>",10K to 1M,500000,for,0,0,0,0
fqs,Momu,,"<a href=""https://www.ethnologue.com/language/fqs"">Ethnologue</a>",Less than 10K,9900,fqs,0,0,0,0
fra,French,y,"<a href=""https://www.ethnologue.com/language/fra"">Ethnologue</a>",1M to 1B,500000000,fr,69,7,33,36
frc,"French, Cajun",,"<a href=""https://www.ethnologue.com/language/frc"">Ethnologue</a>",10K to 1M,500000,frc,0,0,0,0
frd,Fordata,y,"<a href=""https://www.ethnologue.com/language/frd"">Ethnologue</a>",10K to 1M,500000,frd,1,1,0,1
fry,Frisian,,"<a href=""https://www.ethnologue.com/language/fry"">Ethnologue</a>",10K to 1M,500000,fy,0,0,0,0
ful,Fulah,y,"<a href=""https://www.ethnologue.com/language/ful"">Ethnologue</a>",Not Found,,ff,0,0,0,0
fun,Iatê,,"<a href=""https://www.ethnologue.com/language/fun"">Ethnologue</a>",Less than 10K,9900,fun,0,0,0,0
fut,Futuna-Aniwa,,"<a href=""https://www.ethnologue.com/language/fut"">Ethnologue</a>",Less than 10K,9900,fut,0,0,0,0
fvr,Fur,,"<a href=""https://www.ethnologue.com/language/fvr"">Ethnologue</a>",10K to 1M,500000,fvr,0,0,0,0
fwe,Fwe,,"<a href=""https://www.ethnologue.com/language/fwe"">Ethnologue</a>",10K to 1M,500000,fwe,0,0,0,0
gaa,Ga,,"<a href=""https://www.ethnologue.com/language/gaa"">Ethnologue</a>",10K to 1M,500000,gaa,0,0,0,0
gab,Gabri,,"<a href=""https://www.ethnologue.com/language/gab"">Ethnologue</a>",10K to 1M,500000,gab,0,0,0,0
gad,Gaddang,,"<a href=""https://www.ethnologue.com/language/gad"">Ethnologue</a>",10K to 1M,500000,gad,0,0,0,0
gae,Guarequena,,"<a href=""https://www.ethnologue.com/language/gae"">Ethnologue</a>",Less than 10K,9900,gae,0,0,0,0
gaf,Gende,,"<a href=""https://www.ethnologue.com/language/gaf"">Ethnologue</a>",Less than 10K,9900,gaf,0,0,0,0
gag,Gagauz,"y (script: cyrillic, script: latin)","<a href=""https://www.ethnologue.com/language/gag"">Ethnologue</a>",10K to 1M,500000,gag,2,2,0,2
gah,Alekano,,"<a href=""https://www.ethnologue.com/language/gah"">Ethnologue</a>",10K to 1M,500000,gah,0,0,0,0
gai,Mbore,y,"<a href=""https://www.ethnologue.com/language/gai"">Ethnologue</a>",Less than 10K,9900,gai,1,1,0,1
gaj,Gadsup,,"<a href=""https://www.ethnologue.com/language/gaj"">Ethnologue</a>",10K to 1M,500000,gaj,0,0,0,0
gam,Kandawo,y,"<a href=""https://www.ethnologue.com/language/gam"">Ethnologue</a>",Less than 10K,9900,gam,1,1,0,1
gaq,Gata’,,"<a href=""https://www.ethnologue.com/language/gaq"">Ethnologue</a>",Less than 10K,9900,gaq,0,0,0,0
gar,Galeya,,"<a href=""https://www.ethnologue.com/language/gar"">Ethnologue</a>",Less than 10K,9900,gar,0,0,0,0
gas,"Garasia, Adiwasi",,"<a href=""https://www.ethnologue.com/language/gas"">Ethnologue</a>",10K to 1M,500000,gas,0,0,0,0
gau,"Gadaba, Mudhili",y,"<a href=""https://www.ethnologue.com/language/gau"">Ethnologue</a>",Less than 10K,9900,gau,1,1,0,1
gaw,Nobonob,,"<a href=""https://www.ethnologue.com/language/gaw"">Ethnologue</a>",Less than 10K,9900,gaw,0,0,0,0
gbe,Niksek,,"<a href=""https://www.ethnologue.com/language/gbe"">Ethnologue</a>",Less than 10K,9900,gbe,0,0,0,0
gbg,Gbanziri,,"<a href=""https://www.ethnologue.com/language/gbg"">Ethnologue</a>",10K to 1M,500000,gbg,0,0,0,0
gbh,"Gbe, Defi",,"<a href=""https://www.ethnologue.com/language/gbh"">Ethnologue</a>",Less than 10K,9900,gbh,0,0,0,0
gbi,Galela,y,"<a href=""https://www.ethnologue.com/language/gbi"">Ethnologue</a>",10K to 1M,500000,gbi,1,1,0,1
gbk,Gaddi,y,"<a href=""https://www.ethnologue.com/language/gbk"">Ethnologue</a>",10K to 1M,500000,gbk,1,1,0,1
gbm,Garhwali,y,"<a href=""https://www.ethnologue.com/language/gbm"">Ethnologue</a>",1M to 1B,500000000,gbm,1,1,0,1
gbn,Mo’da,,"<a href=""https://www.ethnologue.com/language/gbn"">Ethnologue</a>",Less than 10K,9900,gbn,0,0,0,0
gbo,"Grebo, Northern",y,"<a href=""https://www.ethnologue.com/language/gbo"">Ethnologue</a>",10K to 1M,500000,gbo,1,1,0,1
gbr,Gbagyi,,"<a href=""https://www.ethnologue.com/language/gbr"">Ethnologue</a>",1M to 1B,500000000,gbr,0,0,0,0
gbv,Gbanu,,"<a href=""https://www.ethnologue.com/language/gbv"">Ethnologue</a>",10K to 1M,500000,gbv,0,0,0,0
gby,Gbari,,"<a href=""https://www.ethnologue.com/language/gby"">Ethnologue</a>",10K to 1M,500000,gby,0,0,0,0
gbz,"Dari, Zoroastrian",,"<a href=""https://www.ethnologue.com/language/gbz"">Ethnologue</a>",Less than 10K,9900,gbz,0,0,0,0
gcf,Guadeloupean French Creole,,"<a href=""https://www.ethnologue.com/language/gcf"">Ethnologue</a>",10K to 1M,500000,gcf,0,0,0,0
gcn,Gaina,,"<a href=""https://www.ethnologue.com/language/gcn"">Ethnologue</a>",Less than 10K,9900,gcn,0,0,0,0
gcr,Guianese French Creole,,"<a href=""https://www.ethnologue.com/language/gcr"">Ethnologue</a>",10K to 1M,500000,gcr,0,0,0,0
gdb,"Gadaba, Pottangi Ollar",,"<a href=""https://www.ethnologue.com/language/gdb"">Ethnologue</a>",10K to 1M,500000,gdb,0,0,0,0
gde,Gude,y,"<a href=""https://www.ethnologue.com/language/gde"">Ethnologue</a>",10K to 1M,500000,gde,1,1,0,1
gdf,Guduf-Gava,,"<a href=""https://www.ethnologue.com/language/gdf"">Ethnologue</a>",10K to 1M,500000,gdf,0,0,0,0
gdl,Dirasha,,"<a href=""https://www.ethnologue.com/language/gdl"">Ethnologue</a>",10K to 1M,500000,gdl,0,0,0,0
gdn,Umanakaina,,"<a href=""https://www.ethnologue.com/language/gdn"">Ethnologue</a>",Less than 10K,9900,gdn,0,0,0,0
gdr,Wipi,,"<a href=""https://www.ethnologue.com/language/gdr"">Ethnologue</a>",Less than 10K,9900,gdr,0,0,0,0
gdu,Gudu,,"<a href=""https://www.ethnologue.com/language/gdu"">Ethnologue</a>",Less than 10K,9900,gdu,0,0,0,0
gdx,Godwari,,"<a href=""https://www.ethnologue.com/language/gdx"">Ethnologue</a>",1M to 1B,500000000,gdx,0,0,0,0
gea,Geruma,,"<a href=""https://www.ethnologue.com/language/gea"">Ethnologue</a>",Less than 10K,9900,gea,0,0,0,0
geb,Kire,y,"<a href=""https://www.ethnologue.com/language/geb"">Ethnologue</a>",Less than 10K,9900,geb,1,1,0,1
gec,"Grebo, Gboloo",,"<a href=""https://www.ethnologue.com/language/gec"">Ethnologue</a>",10K to 1M,500000,gec,0,0,0,0
ged,Gade,,"<a href=""https://www.ethnologue.com/language/ged"">Ethnologue</a>",10K to 1M,500000,ged,0,0,0,0
geg,Gengle,,"<a href=""https://www.ethnologue.com/language/geg"">Ethnologue</a>",Less than 10K,9900,geg,0,0,0,0
gej,Gen,y,"<a href=""https://www.ethnologue.com/language/gej"">Ethnologue</a>",10K to 1M,500000,gej,1,1,0,1
gek,Ywom,,"<a href=""https://www.ethnologue.com/language/gek"">Ethnologue</a>",10K to 1M,500000,gek,0,0,0,0
gel,ut-Ma’in,,"<a href=""https://www.ethnologue.com/language/gel"">Ethnologue</a>",10K to 1M,500000,gel,0,0,0,0
gew,Gera,,"<a href=""https://www.ethnologue.com/language/gew"">Ethnologue</a>",10K to 1M,500000,gew,0,0,0,0
gfk,Patpatar,,"<a href=""https://www.ethnologue.com/language/gfk"">Ethnologue</a>",10K to 1M,500000,gfk,0,0,0,0
gga,Gao,,"<a href=""https://www.ethnologue.com/language/gga"">Ethnologue</a>",Less than 10K,9900,gga,0,0,0,0
ggb,Gbii,,"<a href=""https://www.ethnologue.com/language/ggb"">Ethnologue</a>",10K to 1M,500000,ggb,0,0,0,0
ggg,Gurgula,,"<a href=""https://www.ethnologue.com/language/ggg"">Ethnologue</a>",10K to 1M,500000,ggg,0,0,0,0
ggu,Gban,,"<a href=""https://www.ethnologue.com/language/ggu"">Ethnologue</a>",10K to 1M,500000,ggu,0,0,0,0
ggw,Gogodala,,"<a href=""https://www.ethnologue.com/language/ggw"">Ethnologue</a>",10K to 1M,500000,ggw,0,0,0,0
ghe,"Ghale, Southern",,"<a href=""https://www.ethnologue.com/language/ghe"">Ethnologue</a>",10K to 1M,500000,ghe,0,0,0,0
ghk,"Karen, Geko",,"<a href=""https://www.ethnologue.com/language/ghk"">Ethnologue</a>",10K to 1M,500000,ghk,0,0,0,0
ghl,Ghulfan,,"<a href=""https://www.ethnologue.com/language/ghl"">Ethnologue</a>",10K to 1M,500000,ghl,0,0,0,0
ghr,Ghera,,"<a href=""https://www.ethnologue.com/language/ghr"">Ethnologue</a>",10K to 1M,500000,ghr,0,0,0,0
ghs,Guhu-Samane,,"<a href=""https://www.ethnologue.com/language/ghs"">Ethnologue</a>",10K to 1M,500000,ghs,0,0,0,0
gia,Kija,,"<a href=""https://www.ethnologue.com/language/gia"">Ethnologue</a>",Less than 10K,9900,gia,0,0,0,0
gid,Gidar,,"<a href=""https://www.ethnologue.com/language/gid"">Ethnologue</a>",10K to 1M,500000,gid,0,0,0,0
gig,Goaria,,"<a href=""https://www.ethnologue.com/language/gig"">Ethnologue</a>",10K to 1M,500000,gig,0,0,0,0
gil,Kiribati,y,"<a href=""https://www.ethnologue.com/language/gil"">Ethnologue</a>",10K to 1M,500000,gil,1,1,0,1
gim,Gimi,,"<a href=""https://www.ethnologue.com/language/gim"">Ethnologue</a>",10K to 1M,500000,gim,0,0,0,0
gis,"Giziga, North",,"<a href=""https://www.ethnologue.com/language/gis"">Ethnologue</a>",10K to 1M,500000,gis,0,0,0,0
git,Gitxsan,,"<a href=""https://www.ethnologue.com/language/git"">Ethnologue</a>",Less than 10K,9900,git,0,0,0,0
giw,Duoluo,,"<a href=""https://www.ethnologue.com/language/giw"">Ethnologue</a>",Less than 10K,9900,giw,0,0,0,0
giz,Giziga,,"<a href=""https://www.ethnologue.com/language/giz"">Ethnologue</a>",10K to 1M,500000,giz,0,0,0,0
gjk,"Koli, Kachi",,"<a href=""https://www.ethnologue.com/language/gjk"">Ethnologue</a>",10K to 1M,500000,gjk,0,0,0,0
gjn,Gonja,y,"<a href=""https://www.ethnologue.com/language/gjn"">Ethnologue</a>",10K to 1M,500000,gjn,1,1,0,1
gju,Gujari,,"<a href=""https://www.ethnologue.com/language/gju"">Ethnologue</a>",1M to 1B,500000000,gju,0,0,0,0
gkn,Gokana,y,"<a href=""https://www.ethnologue.com/language/gkn"">Ethnologue</a>",10K to 1M,500000,gkn,1,1,0,1
gkp,"Kpelle, Guinea",,"<a href=""https://www.ethnologue.com/language/gkp"">Ethnologue</a>",10K to 1M,500000,gkp,0,0,0,0
gla,Scottish Gaelic,,"<a href=""https://www.ethnologue.com/language/gla"">Ethnologue</a>",10K to 1M,500000,gd,1,1,0,1
gld,Nanai,y,"<a href=""https://www.ethnologue.com/language/gld"">Ethnologue</a>",Less than 10K,9900,gld,1,1,0,1
gle,Irish,,"<a href=""https://www.ethnologue.com/language/gle"">Ethnologue</a>",1M to 1B,500000000,ga,8,6,2,6
glg,Galician,,"<a href=""https://www.ethnologue.com/language/glg"">Ethnologue</a>",1M to 1B,500000000,gl,5,3,2,3
glk,Gilaki,y,"<a href=""https://www.ethnologue.com/language/glk"">Ethnologue</a>",1M to 1B,500000000,glk,1,1,0,1
glo,Galambu,,"<a href=""https://www.ethnologue.com/language/glo"">Ethnologue</a>",Less than 10K,9900,glo,0,0,0,0
glr,Glaro-Twabo,,"<a href=""https://www.ethnologue.com/language/glr"">Ethnologue</a>",Less than 10K,9900,glr,0,0,0,0
glv,Manx,,"<a href=""https://www.ethnologue.com/language/glv"">Ethnologue</a>",Less than 10K,9900,gv,2,2,0,2
glw,Glavda,,"<a href=""https://www.ethnologue.com/language/glw"">Ethnologue</a>",10K to 1M,500000,glw,0,0,0,0
gmb,Gula’alaa,,"<a href=""https://www.ethnologue.com/language/gmb"">Ethnologue</a>",Less than 10K,9900,gmb,0,0,0,0
gmm,Gbaya-Mbodomo,,"<a href=""https://www.ethnologue.com/language/gmm"">Ethnologue</a>",10K to 1M,500000,gmm,0,0,0,0
gmv,Gamo,y,"<a href=""https://www.ethnologue.com/language/gmv"">Ethnologue</a>",1M to 1B,500000000,gmv,1,1,0,1
gmz,Mgbolizhia,,"<a href=""https://www.ethnologue.com/language/gmz"">Ethnologue</a>",10K to 1M,500000,gmz,0,0,0,0
gna,Kaansa,y,"<a href=""https://www.ethnologue.com/language/gna"">Ethnologue</a>",Less than 10K,9900,gna,1,1,0,1
gnb,Gangte,,"<a href=""https://www.ethnologue.com/language/gnb"">Ethnologue</a>",10K to 1M,500000,gnb,0,0,0,0
gnd,Zulgo-Gemzek,y,"<a href=""https://www.ethnologue.com/language/gnd"">Ethnologue</a>",10K to 1M,500000,gnd,1,1,0,1
gng,Ngangam,y,"<a href=""https://www.ethnologue.com/language/gng"">Ethnologue</a>",10K to 1M,500000,gng,1,1,0,1
gni,Gooniyandi,,"<a href=""https://www.ethnologue.com/language/gni"">Ethnologue</a>",Less than 10K,9900,gni,0,0,0,0
gnk,ǁGana,,"<a href=""https://www.ethnologue.com/language/gnk"">Ethnologue</a>",Less than 10K,9900,gnk,0,0,0,0
gnm,Ginuman,,"<a href=""https://www.ethnologue.com/language/gnm"">Ethnologue</a>",Less than 10K,9900,gnm,0,0,0,0
gnn,Gumatj,,"<a href=""https://www.ethnologue.com/language/gnn"">Ethnologue</a>",Less than 10K,9900,gnn,0,0,0,0
gno,"Gondi, Northern",,"<a href=""https://www.ethnologue.com/language/gno"">Ethnologue</a>",1M to 1B,500000000,gno,0,0,0,0
gnu,Gnau,,"<a href=""https://www.ethnologue.com/language/gnu"">Ethnologue</a>",Less than 10K,9900,gnu,0,0,0,0
goa,Guro,,"<a href=""https://www.ethnologue.com/language/goa"">Ethnologue</a>",10K to 1M,500000,goa,0,0,0,0
gof,Gofa,y (script: latin),"<a href=""https://www.ethnologue.com/language/gof"">Ethnologue</a>",10K to 1M,500000,gof,1,1,0,1
gog,Gogo,y,"<a href=""https://www.ethnologue.com/language/gog"">Ethnologue</a>",1M to 1B,500000000,gog,1,1,0,1
goj,Gowlan,,"<a href=""https://www.ethnologue.com/language/goj"">Ethnologue</a>",10K to 1M,500000,goj,0,0,0,0
gol,Gola,,"<a href=""https://www.ethnologue.com/language/gol"">Ethnologue</a>",10K to 1M,500000,gol,0,0,0,0
gom,"Konkani, Goan",,"<a href=""https://www.ethnologue.com/language/gom"">Ethnologue</a>",1M to 1B,500000000,gom,0,0,0,0
gop,Yeretuar,,"<a href=""https://www.ethnologue.com/language/gop"">Ethnologue</a>",Less than 10K,9900,gop,0,0,0,0
gor,Gorontalo,y,"<a href=""https://www.ethnologue.com/language/gor"">Ethnologue</a>",10K to 1M,500000,gor,1,1,0,1
gou,Gavar,,"<a href=""https://www.ethnologue.com/language/gou"">Ethnologue</a>",10K to 1M,500000,gou,0,0,0,0
gow,Gorowa,,"<a href=""https://www.ethnologue.com/language/gow"">Ethnologue</a>",10K to 1M,500000,gow,0,0,0,0
gox,Gobu,,"<a href=""https://www.ethnologue.com/language/gox"">Ethnologue</a>",10K to 1M,500000,gox,0,0,0,0
goz,Gozarkhani,,"<a href=""https://www.ethnologue.com/language/goz"">Ethnologue</a>",,,goz,0,0,0,0
gpa,Gupa-Abawa,,"<a href=""https://www.ethnologue.com/language/gpa"">Ethnologue</a>",10K to 1M,500000,gpa,0,0,0,0
gqa,Ga’anda,,"<a href=""https://www.ethnologue.com/language/gqa"">Ethnologue</a>",10K to 1M,500000,gqa,0,0,0,0
gqr,Gor,y,"<a href=""https://www.ethnologue.com/language/gqr"">Ethnologue</a>",10K to 1M,500000,gqr,1,1,0,1
gra,"Garasia, Rajput",,"<a href=""https://www.ethnologue.com/language/gra"">Ethnologue</a>",10K to 1M,500000,gra,0,0,0,0
grc,"Greek, Ancient",y,"<a href=""https://www.ethnologue.com/language/grc"">Ethnologue</a>",,,grc,1,1,0,1
grd,Guruntum-Mbaaru,,"<a href=""https://www.ethnologue.com/language/grd"">Ethnologue</a>",10K to 1M,500000,grd,0,0,0,0
grh,Tugbiri-Niragu,,"<a href=""https://www.ethnologue.com/language/grh"">Ethnologue</a>",10K to 1M,500000,grh,0,0,0,0
gri,Ghari,y,"<a href=""https://www.ethnologue.com/language/gri"">Ethnologue</a>",10K to 1M,500000,gri,1,1,0,1
grj,"Grebo, Southern",,"<a href=""https://www.ethnologue.com/language/grj"">Ethnologue</a>",10K to 1M,500000,grj,0,0,0,0
grn,Guarani,y,"<a href=""https://www.ethnologue.com/language/grn"">Ethnologue</a>",Not Found,,gn,3,3,0,3
gro,Groma,,"<a href=""https://www.ethnologue.com/language/gro"">Ethnologue</a>",10K to 1M,500000,gro,0,0,0,0
grs,Gresi,,"<a href=""https://www.ethnologue.com/language/grs"">Ethnologue</a>",Less than 10K,9900,grs,0,0,0,0
grt,Garo,y,"<a href=""https://www.ethnologue.com/language/grt"">Ethnologue</a>",1M to 1B,500000000,grt,1,1,0,1
gru,Kistane,,"<a href=""https://www.ethnologue.com/language/gru"">Ethnologue</a>",10K to 1M,500000,gru,0,0,0,0
grv,"Grebo, Central",,"<a href=""https://www.ethnologue.com/language/grv"">Ethnologue</a>",10K to 1M,500000,grv,0,0,0,0
grx,Muno,,"<a href=""https://www.ethnologue.com/language/grx"">Ethnologue</a>",Less than 10K,9900,grx,0,0,0,0
gry,"Grebo, Barclayville",,"<a href=""https://www.ethnologue.com/language/gry"">Ethnologue</a>",10K to 1M,500000,gry,0,0,0,0
gso,"Gbaya, Southwest",y,"<a href=""https://www.ethnologue.com/language/gso"">Ethnologue</a>",10K to 1M,500000,gso,1,1,0,1
gsw,"German, Swiss",,"<a href=""https://www.ethnologue.com/language/gsw"">Ethnologue</a>",1M to 1B,500000000,gsw,0,0,0,0
gua,Shiki,,"<a href=""https://www.ethnologue.com/language/gua"">Ethnologue</a>",,,gua,0,0,0,0
gub,Guajajára,y,"<a href=""https://www.ethnologue.com/language/gub"">Ethnologue</a>",10K to 1M,500000,gub,1,1,0,1
guc,Wayuu,y,"<a href=""https://www.ethnologue.com/language/guc"">Ethnologue</a>",10K to 1M,500000,guc,1,1,0,1
gud,"Dida, Yocoboué",y,"<a href=""https://www.ethnologue.com/language/gud"">Ethnologue</a>",10K to 1M,500000,gud,1,1,0,1
gue,Gurindji,,"<a href=""https://www.ethnologue.com/language/gue"">Ethnologue</a>",Less than 10K,9900,gue,0,0,0,0
guh,Guahibo,y,"<a href=""https://www.ethnologue.com/language/guh"">Ethnologue</a>",10K to 1M,500000,guh,1,1,0,1
guj,Gujarati,y,"<a href=""https://www.ethnologue.com/language/guj"">Ethnologue</a>",1M to 1B,500000000,gu,13,12,2,11
guk,Gumuz,y,"<a href=""https://www.ethnologue.com/language/guk"">Ethnologue</a>",10K to 1M,500000,guk,1,1,0,1
gul,Sea Island English Creole,,"<a href=""https://www.ethnologue.com/language/gul"">Ethnologue</a>",Less than 10K,9900,gul,0,0,0,0
gum,Misak,y,"<a href=""https://www.ethnologue.com/language/gum"">Ethnologue</a>",10K to 1M,500000,gum,1,1,0,1
guo,Guayabero,y,"<a href=""https://www.ethnologue.com/language/guo"">Ethnologue</a>",Less than 10K,9900,guo,1,1,0,1
gup,Gunwinggu,,"<a href=""https://www.ethnologue.com/language/gup"">Ethnologue</a>",Less than 10K,9900,gup,0,0,0,0
guq,Aché,y,"<a href=""https://www.ethnologue.com/language/guq"">Ethnologue</a>",Less than 10K,9900,guq,1,1,0,1
gur,Farefare,,"<a href=""https://www.ethnologue.com/language/gur"">Ethnologue</a>",10K to 1M,500000,gur,0,0,0,0
gut,Maléku Jaíka,,"<a href=""https://www.ethnologue.com/language/gut"">Ethnologue</a>",Less than 10K,9900,gut,0,0,0,0
guu,Yanomamö,y,"<a href=""https://www.ethnologue.com/language/guu"">Ethnologue</a>",10K to 1M,500000,guu,1,1,0,1
guw,Gun,,"<a href=""https://www.ethnologue.com/language/guw"">Ethnologue</a>",1M to 1B,500000000,guw,0,0,0,0
gux,Gourmanchéma,y,"<a href=""https://www.ethnologue.com/language/gux"">Ethnologue</a>",1M to 1B,500000000,gux,1,1,0,1
guz,Ekegusii,,"<a href=""https://www.ethnologue.com/language/guz"">Ethnologue</a>",1M to 1B,500000000,guz,0,0,0,0
gvc,Wanano,y,"<a href=""https://www.ethnologue.com/language/gvc"">Ethnologue</a>",Less than 10K,9900,gvc,1,1,0,1
gvf,Golin,,"<a href=""https://www.ethnologue.com/language/gvf"">Ethnologue</a>",10K to 1M,500000,gvf,0,0,0,0
gvj,Guajá,,"<a href=""https://www.ethnologue.com/language/gvj"">Ethnologue</a>",Less than 10K,9900,gvj,0,0,0,0
gvl,Gulay,y,"<a href=""https://www.ethnologue.com/language/gvl"">Ethnologue</a>",10K to 1M,500000,gvl,1,1,0,1
gvn,Kuku-Yalanji,,"<a href=""https://www.ethnologue.com/language/gvn"">Ethnologue</a>",Less than 10K,9900,gvn,0,0,0,0
gvo,Gavião do Jiparaná,,"<a href=""https://www.ethnologue.com/language/gvo"">Ethnologue</a>",Less than 10K,9900,gvo,0,0,0,0
gvp,"Gavião, Pará",,"<a href=""https://www.ethnologue.com/language/gvp"">Ethnologue</a>",Less than 10K,9900,gvp,0,0,0,0
gvr,Gurung,,"<a href=""https://www.ethnologue.com/language/gvr"">Ethnologue</a>",10K to 1M,500000,gvr,0,0,0,0
gvs,Gumawana,,"<a href=""https://www.ethnologue.com/language/gvs"">Ethnologue</a>",Less than 10K,9900,gvs,0,0,0,0
gwa,Mbato,,"<a href=""https://www.ethnologue.com/language/gwa"">Ethnologue</a>",10K to 1M,500000,gwa,0,0,0,0
gwd,Ale,,"<a href=""https://www.ethnologue.com/language/gwd"">Ethnologue</a>",10K to 1M,500000,gwd,0,0,0,0
gwi,Gwich’in,y,"<a href=""https://www.ethnologue.com/language/gwi"">Ethnologue</a>",Less than 10K,9900,gwi,1,1,0,1
gwj,ǀGwi,,"<a href=""https://www.ethnologue.com/language/gwj"">Ethnologue</a>",Less than 10K,9900,gwj,0,0,0,0
gwn,Gwandara,,"<a href=""https://www.ethnologue.com/language/gwn"">Ethnologue</a>",10K to 1M,500000,gwn,0,0,0,0
gwr,Gwere,y,"<a href=""https://www.ethnologue.com/language/gwr"">Ethnologue</a>",10K to 1M,500000,gwr,1,1,0,1
gww,Kwini,,"<a href=""https://www.ethnologue.com/language/gww"">Ethnologue</a>",,,gww,0,0,0,0
gxx,Wè Southern,,"<a href=""https://www.ethnologue.com/language/gxx"">Ethnologue</a>",10K to 1M,500000,gxx,0,0,0,0
gya,"Gbaya, Northwest",,"<a href=""https://www.ethnologue.com/language/gya"">Ethnologue</a>",10K to 1M,500000,gya,0,0,0,0
gyd,Kayardild,,"<a href=""https://www.ethnologue.com/language/gyd"">Ethnologue</a>",,,gyd,0,0,0,0
gye,Gyem,,"<a href=""https://www.ethnologue.com/language/gye"">Ethnologue</a>",Less than 10K,9900,gye,0,0,0,0
gym,Ngäbere,y,"<a href=""https://www.ethnologue.com/language/gym"">Ethnologue</a>",10K to 1M,500000,gym,1,1,0,1
gyr,Guarayu,y,"<a href=""https://www.ethnologue.com/language/gyr"">Ethnologue</a>",Less than 10K,9900,gyr,1,1,0,1
gyz,Gyaazi,,"<a href=""https://www.ethnologue.com/language/gyz"">Ethnologue</a>",Less than 10K,9900,gyz,0,0,0,0
haa,Han,,"<a href=""https://www.ethnologue.com/language/haa"">Ethnologue</a>",,,haa,0,0,0,0
hac,Gurani,,"<a href=""https://www.ethnologue.com/language/hac"">Ethnologue</a>",10K to 1M,500000,hac,0,0,0,0
had,Hatam,y,"<a href=""https://www.ethnologue.com/language/had"">Ethnologue</a>",10K to 1M,500000,had,1,1,0,1
hag,Hanga,y,"<a href=""https://www.ethnologue.com/language/hag"">Ethnologue</a>",Less than 10K,9900,hag,1,1,0,1
hah,Hahon,,"<a href=""https://www.ethnologue.com/language/hah"">Ethnologue</a>",Less than 10K,9900,hah,0,0,0,0
haj,Hajong,,"<a href=""https://www.ethnologue.com/language/haj"">Ethnologue</a>",10K to 1M,500000,haj,0,0,0,0
